id,name,is_subtechnique,tactics,platforms,description
T1059.001,PowerShell,True,execution,Windows,Adversaries may abuse PowerShell commands and scripts for execution. PowerShell is a powerful interactive command-line interface and scripting environment included in the Windows operating system.(Citation: TechNet PowerShell) Adversaries can use PowerShell to perform a number of
T1059.002,AppleScript,True,execution,macOS,Adversaries may abuse AppleScript for execution. AppleScript is a macOS scripting language designed to control applications and parts of the OS via inter-application messages called AppleEvents.(Citation: Apple AppleScript) These AppleEvent messages can be sent independently or e
T1059.003,Windows Command Shell,True,execution,Windows,"Adversaries may abuse the Windows command shell for execution. The Windows command shell ([cmd](https://attack.mitre.org/software/S0106)) is the primary command prompt on Windows systems. The Windows command prompt can be used to control almost any aspect of a system, with variou"
T1059.004,Unix Shell,True,execution,ESXi|Linux|macOS|Network Devices,"Adversaries may abuse Unix shell commands and scripts for execution. Unix shells are the primary command prompt on Linux, macOS, and ESXi systems, though many variations of the Unix shell exist (e.g. sh, ash, bash, zsh, etc.) depending on the specific OS or distribution.(Citation"
T1059.005,Visual Basic,True,execution,Linux|macOS|Windows,Adversaries may abuse Visual Basic (VB) for execution. VB is a programming language created by Microsoft with interoperability with many Windows technologies such as [Component Object Model](https://attack.mitre.org/techniques/T1559/001) and the [Native API](https://attack.mitre.
T1059.006,Python,True,execution,ESXi|Linux|macOS|Windows,"Adversaries may abuse Python commands and scripts for execution. Python is a very popular scripting/programming language, with capabilities to perform many functions. Python can be executed interactively from the command-line (via the <code>python.exe</code> interpreter) or via s"
T1059.007,JavaScript,True,execution,Linux|macOS|Windows,"Adversaries may abuse various implementations of JavaScript for execution. JavaScript (JS) is a platform-independent scripting language (compiled just-in-time at runtime) commonly associated with scripts in webpages, though JS can be executed in runtime environments outside the b"
T1059.008,Network Device CLI,True,execution,Network Devices,"Adversaries may abuse scripting or built-in command line interpreters (CLI) on network devices to execute malicious command and payloads. The CLI is the primary means through which users and administrators interact with the device in order to view system information, modify devic"
T1059.009,Cloud API,True,execution,IaaS|Identity Provider|Office Suite|SaaS,Adversaries may abuse cloud APIs to execute malicious commands. APIs available in cloud environments provide various functionalities and are a feature-rich method for programmatic access to nearly all aspects of a tenant. These APIs may be utilized through various methods such as
T1059.010,AutoHotKey & AutoIT,True,execution,Windows,"Adversaries may execute commands and perform malicious tasks using AutoIT and AutoHotKey automation scripts. AutoIT and AutoHotkey (AHK) are scripting languages that enable users to automate Windows tasks. These automation scripts can be used to perform a wide variety of actions,"
T1059.011,Lua,True,execution,Linux|Network Devices|Windows|macOS,"Adversaries may abuse Lua commands and scripts for execution. Lua is a cross-platform scripting and programming language primarily designed for embedded use in applications. Lua can be executed on the command-line (through the stand-alone lua interpreter), via scripts (<code>.lua"
T1059.012,Hypervisor CLI,True,execution,ESXi,Adversaries may abuse hypervisor command line interpreters (CLIs) to execute malicious commands. Hypervisor CLIs typically enable a wide variety of functionality for managing both the hypervisor itself and the guest virtual machines it hosts. 
T1059.013,Container CLI/API,True,execution,Containers,Adversaries may abuse built-in CLI tools or API calls to execute malicious commands in containerized environments.
T1068,Exploitation for Privilege Escalation,False,privilege-escalation,Containers|Linux|macOS|Windows,"Adversaries may exploit software vulnerabilities in an attempt to elevate privileges. Exploitation of a software vulnerability occurs when an adversary takes advantage of a programming error in a program, service, or within the operating system software or kernel itself to execut"
T1069,Permission Groups Discovery,False,discovery,Containers|IaaS|Identity Provider|Linux|macOS|Office Suite|SaaS|Windows,"Adversaries may attempt to discover group and permission settings. This information can help adversaries determine which user accounts and groups are available, the membership of users in particular groups, and which users and groups have elevated permissions."
